Transaction_ID,Amount,Hour,Customer_Age,Previous_Transactions,Distance_From_Last_Transaction,Device_Changed,International,Fraud
TX_005012,3534.49,17,51,92,791.33,0,0,0
TX_005013,2679.06,15,38,85,525.52,0,0,0
TX_005014,3178.44,15,32,62,575.7,1,0,0
TX_005015,986.45,9,22,74,560.59,0,0,0
TX_005016,1062.67,8,55,12,398.78,0,0,0
TX_005017,212.28,10,34,27,980.48,0,0,0
TX_005018,1613.73,3,25,67,37.33,0,0,0
TX_005019,2800.92,9,36,28,215.84,0,0,0
TX_005020,4290.38,2,22,66,284.65,0,0,0
TX_005021,3336.3,5,40,28,881.3,0,0,0
TX_005022,2179.8,2,36,95,918.87,0,0,0
TX_005023,4765.83,8,31,21,846.1,0,0,0
TX_005024,3597.63,2,27,7,416.95,0,0,0
TX_005025,4651.18,17,48,95,914.62,0,0,0
TX_005026,2640.3,7,30,14,98.51,1,0,0
TX_005027,1298.23,21,39,39,652.43,0,0,0
TX_005028,268.87,7,54,73,937.22,1,0,0
TX_005029,3631.79,14,56,87,754.9,0,0,0
TX_005030,610.91,12,27,62,277.87,0,0,0
TX_005031,1517.36,6,48,12,717.51,0,0,0
TX_005032,2664.69,18,60,93,294.76,0,0,0
TX_005033,2824.26,7,52,38,111.58,0,0,0
TX_005034,3004.91,9,30,58,717.22,0,0,0
TX_005035,835.45,16,47,56,179.23,1,0,0
TX_005036,1901.79,0,51,39,111.06,0,0,0
TX_005037,3087.89,12,53,86,551.76,0,0,0
TX_005038,4849.25,12,52,4,620.63,1,0,0
TX_005039,3639.52,23,64,48,51.06,0,0,0
TX_005040,4613.41,15,21,7,4.47,0,0,0
TX_005041,3812.25,8,72,60,882.07,1,0,0
TX_005042,2960.63,9,70,40,115.25,1,0,0
TX_005043,964.16,5,21,8,583.9,0,0,0
TX_005044,3335.09,4,79,58,953.55,0,0,0
TX_005045,3118.78,1,64,57,511.91,0,0,0
TX_005046,3014.33,10,23,35,139.8,0,0,0
TX_005047,2451.48,8,72,73,393.48,0,0,0
TX_005048,2645.64,5,45,13,624.04,0,0,0
TX_005049,1675.54,7,47,39,762.84,0,0,0
TX_005050,2598.97,8,44,84,606.94,0,0,0
TX_005051,991.79,8,22,21,34.32,0,0,0
TX_005052,4026.85,7,61,47,143.1,1,0,0
TX_005053,932.96,11,56,83,371.8,1,0,0
TX_005054,429.41,7,52,2,705.71,0,0,0
TX_005055,2184.05,2,56,44,584.33,0,0,0
TX_005056,3293.25,12,61,30,44.69,0,0,0
TX_005057,2191.4,18,32,87,796.89,0,0,0
TX_005058,1387.39,1,36,55,605.12,0,0,0
TX_005059,2793.07,16,47,40,887.15,0,0,0
TX_005060,1738.28,15,55,77,417.65,0,1,0
TX_005061,4664.67,3,49,97,490.2,0,0,0
TX_005062,4613.61,17,57,96,405.55,1,0,0
TX_005063,2514.35,13,46,92,722.45,1,0,0
TX_005064,1642.78,1,23,24,752.13,0,0,0
TX_005065,3686.98,12,43,42,723.24,0,0,0
TX_005066,188.38,20,44,28,291.6,0,0,0
TX_005067,2376.47,19,52,94,636.03,0,0,0
TX_005068,1684.94,16,45,93,338.53,0,0,0
TX_005069,4603.08,14,22,98,834.2,0,0,0
TX_005070,64.96,19,58,51,55.12,0,0,0
TX_005071,2766.31,4,73,22,37.72,0,0,0
TX_005072,3704.61,6,65,89,101.71,0,0,0
TX_005073,2427.66,17,71,78,202.36,1,0,0
TX_005074,431.59,23,33,74,37.64,1,0,0
TX_005075,4862.44,10,58,74,71.62,0,1,0
TX_005076,2592.46,17,35,8,306.06,0,0,0
TX_005077,3072.86,4,30,14,99.79,0,0,0
TX_005078,1186.87,12,60,45,802.07,1,1,0
TX_005079,2420.07,17,42,38,53.87,0,0,0
TX_005080,2148.6,1,27,32,907.93,0,0,0
TX_005081,379.1,19,46,62,870.84,0,0,0
TX_005082,535.27,3,27,96,208.38,0,0,0
TX_005083,4188.18,12,23,67,71.53,0,0,0
TX_005084,1202.9,23,33,84,105.54,0,0,0
TX_005085,978.82,15,42,61,559.09,0,0,0
TX_005086,2527.03,5,61,13,600.92,0,0,0
TX_005087,3844.89,7,21,87,315.58,0,0,0
TX_005088,314.42,15,54,83,296.83,0,0,0
TX_005089,2886.16,12,51,80,531.5,1,0,0
TX_005090,600.46,22,36,99,305.63,0,0,0
TX_005091,187.12,3,50,47,934.32,0,0,0
TX_005092,268.46,1,21,54,382.63,0,0,0
TX_005093,4171.65,8,61,71,219.81,0,0,0
TX_005094,594.27,17,51,52,145.96,1,0,0
TX_005095,230.53,16,29,72,631.71,0,0,0
TX_005096,2192.31,7,48,25,326.66,0,0,0
TX_005097,4220.75,14,33,23,188.79,0,0,0
TX_005098,1315.73,8,19,74,275.82,0,0,0
TX_005099,2111.45,16,66,30,307.88,0,0,0
TX_005100,204.41,22,75,97,625.83,0,0,0
TX_005101,2248.15,1,77,11,174.68,1,0,0
TX_005102,2890.18,5,19,35,732.8,1,0,0
TX_005103,2856.68,4,53,27,304.88,0,0,0
TX_005104,1665.47,16,23,67,488.31,0,0,0
TX_005105,1581.09,1,78,47,654.84,0,0,0
TX_005106,537.58,17,77,50,543.62,0,0,0
TX_005107,1837.16,9,40,8,662.23,0,0,0
TX_005108,501.98,9,56,55,322.6,0,0,0
TX_005109,3834.15,5,72,77,963.45,1,0,0
TX_005110,4831.54,11,64,42,458.99,0,0,0
TX_005111,4850.52,16,69,67,321.93,0,0,0
TX_005112,4326.03,12,61,20,296.39,0,0,0
TX_005113,3005.96,19,54,45,42.69,0,0,0
TX_005114,3505.82,15,63,35,684.81,0,0,0
TX_005115,1429.6,9,33,77,262.52,0,0,0
TX_005116,3155.7,20,60,20,958.93,0,0,0
TX_005117,2280.97,1,61,24,210.44,0,0,0
TX_005118,2412.68,1,36,57,529.49,0,0,0
TX_005119,3790.09,22,66,55,735.47,0,0,0
TX_005120,1413.18,6,79,9,870.12,0,0,0
TX_005121,1593.61,5,41,94,156.46,0,0,0
TX_005122,4623.59,0,75,89,985.4,1,0,1
TX_005123,285.84,11,44,16,906.75,0,0,0
TX_005124,2430.74,12,24,55,962.85,1,1,1
TX_005125,4564.44,11,47,72,852.67,0,0,0
TX_005126,3053.76,18,58,58,877.67,0,0,0
TX_005127,2734.3,8,31,64,598.83,0,0,0
TX_005128,1252.47,9,75,92,845.31,0,0,0
TX_005129,1719.66,16,69,76,534.01,0,0,0
TX_005130,4260.98,17,61,88,538.22,0,0,0
TX_005131,2798.29,7,32,49,562.58,0,0,0
TX_005132,2576.14,6,29,29,996.32,0,0,0
TX_005133,502.4,8,70,79,104.39,0,0,0
TX_005134,85.06,9,70,82,805.61,0,0,0
TX_005135,4818.61,11,46,7,273.31,1,0,0
TX_005136,1888.05,14,40,77,361.23,0,0,0
TX_005137,3018.05,14,30,83,80.53,0,0,0
TX_005138,403.18,3,26,69,351.57,1,1,0
TX_005139,3417.16,3,41,90,990.76,0,0,0
TX_005140,4663.17,22,56,2,397.07,0,0,0
TX_005141,2880.45,0,47,33,669.69,0,0,0
TX_005142,634.95,11,18,48,120.71,0,0,0
TX_005143,2910.7,1,77,37,922.5,0,0,0
TX_005144,3832.9,14,27,89,827.75,0,0,0
TX_005145,2035.05,16,78,89,386.29,0,0,0
TX_005146,4399.79,6,55,30,348.46,0,1,0
TX_005147,3245.17,5,75,41,432.27,1,1,0
TX_005148,4496.75,11,64,4,401.26,1,0,0
TX_005149,3119.41,18,32,83,258.05,0,0,0
TX_005150,660.78,0,26,91,990.85,0,0,0
TX_005151,1551.91,20,30,39,810.55,0,0,0
TX_005152,1012.97,13,40,24,267.92,0,0,0
TX_005153,4544.59,3,50,50,981.72,0,0,0
TX_005154,3803.2,4,26,37,15.53,0,0,0
TX_005155,3383.61,0,20,53,437.9,0,0,0
TX_005156,1508.33,0,47,25,569.49,0,0,0
TX_005157,924.3,20,26,93,37.59,0,0,0
TX_005158,3783.47,5,69,31,161.04,0,0,0
TX_005159,2373.42,4,42,99,258.13,0,0,0
TX_005160,1132.82,1,78,92,720.23,0,0,0
TX_005161,3085.03,20,64,38,939.74,0,0,0
TX_005162,206.47,4,41,58,624.54,0,0,0
TX_005163,1634.22,8,49,53,562.66,0,0,0
TX_005164,2345.44,18,24,50,536.76,0,0,0
TX_005165,744.05,20,53,4,350.7,0,0,0
TX_005166,4923.35,14,42,92,827.71,0,0,0
TX_005167,1049.44,12,37,52,540.77,0,0,0
TX_005168,656.11,11,34,31,230.1,0,0,0
TX_005169,1021.66,4,71,87,136.83,0,0,0
TX_005170,3846.46,1,53,78,985.51,0,0,0
TX_005171,2130.4,3,43,92,17.47,1,0,0
TX_005172,2829.25,17,36,14,933.44,0,1,0
TX_005173,109.94,20,77,1,218.3,1,0,0
TX_005174,176.98,9,54,43,657.55,0,1,0
TX_005175,2231.9,12,65,96,301.53,0,0,0
TX_005176,4084.19,11,20,59,859.81,0,0,0
TX_005177,4426.77,1,60,61,543.45,0,0,0
TX_005178,438.1,14,74,41,141.06,0,0,0
TX_005179,2694.12,13,45,18,269.84,1,0,0
TX_005180,4566.58,9,39,60,320.32,0,0,0
TX_005181,1942.92,21,64,69,885.92,0,0,0
TX_005182,4148.68,7,36,79,766.74,0,0,0
TX_005183,672.81,14,70,59,829.59,0,1,0
TX_005184,4677.3,12,73,42,52.25,0,0,0
TX_005185,3758.36,7,63,80,578.78,0,0,0
TX_005186,4706.97,20,33,36,999.18,0,0,0
TX_005187,3384.7,20,73,40,785.2,0,0,0
TX_005188,1820.2,21,23,30,120.71,0,0,0
TX_005189,4691.21,13,54,87,678.82,0,0,0
TX_005190,1381.46,0,48,11,745.32,0,0,0
TX_005191,1664.2,12,70,25,514.25,0,0,0
TX_005192,3505.54,7,66,45,78.75,0,1,0
TX_005193,3827.75,17,65,51,34.69,0,0,0
TX_005194,4647.37,21,51,43,937.81,0,1,1
TX_005195,1027.99,8,48,66,257.51,0,1,0
TX_005196,3991.0,12,77,99,378.97,0,0,0
TX_005197,3694.04,2,28,47,795.28,0,0,0
TX_005198,323.65,17,53,24,689.26,0,0,0
TX_005199,1939.18,9,23,77,968.57,0,0,0
TX_005200,1417.41,4,44,37,92.84,0,0,0
TX_005201,1525.93,5,24,56,706.92,0,0,0
TX_005202,4914.82,7,66,94,82.23,0,0,0
TX_005203,3215.67,23,49,75,0.17,0,0,0
TX_005204,3589.79,6,25,87,120.23,0,0,0
TX_005205,4883.21,20,77,46,616.73,0,0,0
TX_005206,1889.12,17,50,28,676.19,0,0,0
TX_005207,4010.19,13,74,93,438.34,0,0,0
TX_005208,2175.48,14,64,52,46.07,0,0,0
TX_005209,4348.32,9,69,15,634.06,1,1,1
TX_005210,907.38,20,61,45,85.82,0,0,0
TX_005211,4738.69,11,32,58,141.73,0,0,0
TX_005212,1097.76,6,72,67,512.58,0,0,0
TX_005213,1634.47,6,44,73,340.37,1,0,0
TX_005214,3782.18,10,47,72,464.75,0,0,0
TX_005215,1971.81,12,39,97,635.08,0,0,0
TX_005216,3043.02,14,64,98,160.01,0,0,0
TX_005217,2225.64,17,46,73,893.09,0,0,0
TX_005218,3713.14,6,58,81,559.48,0,0,0
TX_005219,1145.51,5,65,41,22.09,0,0,0
TX_005220,297.0,22,47,65,628.45,1,0,0
TX_005221,1503.15,10,19,40,463.18,0,0,0
TX_005222,2374.17,7,32,5,701.64,1,0,0
TX_005223,844.26,19,64,94,784.03,0,0,0
TX_005224,1777.21,0,44,75,938.84,0,0,0
TX_005225,2002.92,7,24,28,998.35,0,0,0
TX_005226,291.67,7,44,38,549.62,0,0,0
TX_005227,2918.62,18,38,81,561.51,0,0,0
TX_005228,4422.3,2,30,87,22.45,0,0,0
TX_005229,762.96,4,72,18,865.17,1,0,0
TX_005230,2991.05,2,34,37,28.72,0,0,0
TX_005231,3325.37,14,28,27,632.66,0,0,0
TX_005232,2099.58,13,76,25,98.58,0,0,0
TX_005233,3506.98,20,27,69,285.84,0,0,0
TX_005234,2056.6,14,74,83,140.33,0,0,0
TX_005235,2525.66,23,50,27,137.39,0,0,0
TX_005236,41.73,16,31,77,74.6,0,0,0
TX_005237,3460.14,17,54,54,317.88,0,1,0
TX_005238,3308.41,1,79,7,423.65,0,0,0
TX_005239,196.81,11,25,90,464.47,0,0,0
TX_005240,1844.41,15,50,78,439.71,0,0,0
TX_005241,4895.26,3,24,27,523.69,0,1,1
TX_005242,2106.58,1,51,59,859.79,0,0,0
TX_005243,2512.22,13,24,72,631.8,0,0,0
TX_005244,4550.1,10,24,31,17.29,0,1,0
TX_005245,3587.72,12,58,99,172.95,1,0,0
TX_005246,2912.44,6,71,91,348.95,0,1,0
TX_005247,3990.03,9,53,68,949.04,0,0,0
TX_005248,4322.51,23,72,4,78.08,0,0,0
TX_005249,2287.16,0,24,18,710.12,0,0,0
TX_005250,2378.17,20,37,63,33.09,0,0,0
TX_005251,1933.32,3,35,87,362.54,0,0,0
TX_005252,4833.7,17,62,96,770.15,0,0,0
TX_005253,3487.35,5,60,76,343.93,0,0,0
TX_005254,420.7,1,58,52,430.28,0,0,0
TX_005255,4315.48,2,31,84,905.3,0,0,0
TX_005256,2405.4,13,57,63,66.17,0,1,0
TX_005257,348.43,7,70,45,527.66,0,0,0
TX_005258,2750.84,15,31,12,366.24,0,0,0
TX_005259,2088.74,18,38,8,963.81,0,0,0
TX_005260,4389.36,17,66,22,793.69,0,0,0
TX_005261,1023.95,5,76,91,122.08,0,0,0
TX_005262,4133.19,13,74,41,927.41,0,0,0
TX_005263,2790.66,2,44,41,211.21,0,0,0
TX_005264,277.78,15,63,81,84.82,0,0,0
TX_005265,4859.37,0,43,57,541.59,0,0,0
TX_005266,2565.51,11,44,32,736.63,0,0,0
TX_005267,1457.93,13,41,97,716.05,0,0,0
TX_005268,2349.69,18,22,95,534.06,0,0,0
TX_005269,4290.0,21,59,55,492.74,0,0,0
TX_005270,1527.99,18,55,6,969.54,0,1,0
TX_005271,967.42,8,45,39,820.56,0,1,0
TX_005272,649.71,6,59,9,698.64,0,1,0
TX_005273,1492.81,13,60,32,195.21,0,0,0
TX_005274,3901.34,4,75,36,819.77,0,0,0
TX_005275,2360.77,17,49,16,749.78,0,0,0
TX_005276,1141.27,8,41,12,992.03,0,0,0
TX_005277,835.09,20,23,41,133.0,0,0,0
TX_005278,1666.98,6,27,67,715.3,0,0,0
TX_005279,4699.92,8,63,58,979.08,0,0,0
TX_005280,1718.42,3,69,91,462.59,0,0,0
TX_005281,4940.68,16,20,91,733.41,0,0,0
TX_005282,2428.73,11,24,9,975.37,0,0,0
TX_005283,899.92,5,46,17,547.48,0,0,0
TX_005284,4456.24,17,51,5,699.04,0,0,0
TX_005285,2304.48,7,24,26,20.08,0,1,0
TX_005286,3549.81,20,34,85,519.67,0,0,0
TX_005287,4918.64,14,30,1,255.8,0,0,0
TX_005288,255.63,2,75,1,131.24,1,0,0
TX_005289,487.99,1,38,35,708.6,0,0,0
TX_005290,3603.68,23,48,9,39.09,0,0,0
TX_005291,1412.72,22,26,87,904.87,0,1,0
TX_005292,925.59,8,62,38,517.77,0,0,0
TX_005293,201.61,7,64,4,648.23,0,0,0
TX_005294,114.12,3,30,52,253.43,0,0,0
TX_005295,3873.56,1,34,19,182.19,1,0,0
TX_005296,676.49,13,25,5,243.75,0,0,0
TX_005297,2341.26,1,26,92,232.29,0,0,0
TX_005298,3031.45,1,26,48,864.5,0,1,0
TX_005299,2144.62,21,57,87,787.34,0,0,0
TX_005300,140.4,6,65,63,852.74,0,0,0
TX_005301,3918.59,11,69,38,734.87,0,0,0
TX_005302,57.51,5,47,52,643.55,0,0,0
TX_005303,3810.64,17,79,87,527.87,0,0,0
TX_005304,4467.06,3,24,46,265.48,1,0,0
TX_005305,2167.04,18,34,82,705.36,0,0,0
TX_005306,2680.03,12,56,93,136.58,0,0,0
TX_005307,2387.53,19,55,92,511.06,0,1,0
TX_005308,1949.1,20,22,9,195.27,0,0,0
TX_005309,4437.69,22,34,50,504.76,0,0,0
TX_005310,4470.2,1,57,74,293.91,0,0,0
TX_005311,1682.4,7,75,66,53.48,0,0,0
TX_005312,3077.27,18,18,77,503.71,0,0,0
TX_005313,4634.9,8,33,38,181.83,1,0,0
TX_005314,4810.48,3,34,27,161.16,0,1,0
TX_005315,2547.25,15,47,20,384.37,0,0,0
TX_005316,2266.86,18,48,62,361.79,0,0,0
TX_005317,1397.08,9,52,74,866.96,0,0,0
TX_005318,4794.57,5,62,16,564.64,0,0,0
TX_005319,718.36,15,25,79,854.57,0,0,0
TX_005320,2901.25,9,65,13,146.84,0,0,0
TX_005321,1416.34,12,73,20,357.31,0,0,0
TX_005322,1398.65,8,47,24,555.33,0,0,0
TX_005323,2027.82,6,56,50,153.13,0,1,0
TX_005324,4993.97,3,38,7,128.06,0,1,0
TX_005325,279.56,18,32,87,661.4,1,0,0
TX_005326,2894.82,3,73,88,653.83,0,0,0
TX_005327,417.45,18,51,29,234.16,0,0,0
TX_005328,776.83,18,73,5,227.12,1,0,0
TX_005329,2200.62,11,77,35,745.45,0,0,0
TX_005330,2554.75,12,44,65,116.99,0,0,0
TX_005331,1297.67,3,19,82,923.26,1,0,0
TX_005332,1585.7,9,27,70,943.74,0,0,0
TX_005333,439.4,20,22,87,870.99,0,0,0
TX_005334,1519.58,6,44,74,210.68,1,0,0
TX_005335,4832.96,4,78,7,16.8,0,0,0
TX_005336,4723.81,16,21,44,936.69,0,0,0
TX_005337,1677.72,17,64,72,343.97,0,0,0
TX_005338,2856.42,10,30,13,310.41,0,0,0
TX_005339,4548.43,14,34,94,261.68,1,0,0
TX_005340,35.89,20,38,82,244.54,0,0,0
TX_005341,4054.36,21,40,78,734.55,0,0,0
TX_005342,4742.11,6,50,75,907.89,0,1,1
TX_005343,461.17,17,67,38,786.06,0,0,0
TX_005344,811.43,5,77,13,674.11,1,0,0
TX_005345,4803.93,17,32,54,287.76,0,0,0
TX_005346,2690.01,15,31,44,546.96,1,0,0
TX_005347,75.91,1,26,97,236.97,0,0,0
TX_005348,1291.87,18,61,13,111.51,0,0,0
TX_005349,2252.47,0,54,25,120.29,0,0,0
TX_005350,3466.08,10,47,24,603.77,1,0,0
TX_005351,3667.14,19,46,29,38.48,0,0,0
TX_005352,4977.13,4,40,70,973.25,0,0,1
TX_005353,1441.12,15,51,18,995.47,0,0,0
TX_005354,2693.41,22,72,92,149.42,1,0,0
TX_005355,2668.95,0,72,5,427.3,0,0,0
TX_005356,2031.2,18,24,18,768.08,0,0,0
TX_005357,849.96,13,70,63,955.07,0,0,0
TX_005358,4887.4,2,26,37,891.32,1,1,1
TX_005359,4267.32,1,67,71,254.76,0,0,0
TX_005360,2494.17,23,21,55,85.2,0,0,0
TX_005361,3018.21,4,19,73,288.73,0,1,0
TX_005362,1140.17,16,73,99,437.24,0,0,0
TX_005363,2721.22,17,77,12,359.94,0,0,0
TX_005364,3476.38,0,44,52,773.87,0,0,0
TX_005365,2578.26,14,50,57,257.79,0,1,0
TX_005366,4951.47,21,49,46,858.64,0,0,0
TX_005367,3058.65,8,74,44,225.63,0,0,0
TX_005368,1858.01,22,61,24,361.35,0,0,0
TX_005369,3861.9,4,62,9,447.81,0,0,0
TX_005370,856.46,12,63,12,291.22,0,0,0
TX_005371,1925.66,18,54,9,766.37,0,0,0
TX_005372,1738.06,23,44,22,409.55,0,0,0
TX_005373,2161.88,9,45,17,887.03,0,0,0
TX_005374,3909.99,19,20,33,963.59,0,0,0
TX_005375,2423.44,20,77,47,859.81,0,0,0
TX_005376,3971.1,13,76,88,522.63,1,0,0
TX_005377,2884.56,21,53,15,509.81,0,0,0
TX_005378,1713.64,20,66,93,215.87,0,0,0
TX_005379,4050.84,11,68,96,592.28,1,0,0
TX_005380,1195.26,10,60,33,952.73,0,0,0
TX_005381,1125.79,22,25,93,80.61,0,0,0
TX_005382,2524.99,6,61,15,752.46,0,0,0
TX_005383,1307.94,16,67,27,869.54,0,0,0
TX_005384,50.39,17,67,98,986.7,0,0,0
TX_005385,3243.25,6,58,61,334.76,0,0,0
TX_005386,2557.91,23,54,68,355.57,0,0,0
TX_005387,2230.36,19,70,82,229.78,0,0,0
TX_005388,4835.01,5,66,85,789.06,0,0,0
TX_005389,2858.14,10,62,48,140.04,0,0,0
TX_005390,4317.84,11,55,8,267.77,0,0,0
TX_005391,701.55,15,73,6,295.26,0,0,0
TX_005392,2848.19,18,39,63,374.93,0,0,0
TX_005393,4340.56,22,31,84,421.66,0,0,0
TX_005394,2917.61,18,32,2,559.02,1,0,0
TX_005395,3591.48,10,72,22,948.37,0,0,0
TX_005396,1863.36,15,63,21,247.28,0,0,0
TX_005397,466.79,22,21,6,779.22,1,0,0
TX_005398,2292.21,11,35,96,676.39,0,0,0
TX_005399,1975.42,7,18,70,116.05,0,0,0
TX_005400,4335.97,2,29,13,810.38,0,0,0
TX_005401,1223.76,1,71,1,90.61,0,0,0
TX_005402,4833.84,5,58,22,738.93,0,0,0
TX_005403,4790.9,15,59,24,715.79,0,1,0
TX_005404,1241.92,19,70,64,689.4,0,0,0
TX_005405,1743.52,23,77,41,276.69,0,0,0
TX_005406,4478.3,14,67,94,573.37,0,0,0
TX_005407,4833.28,13,34,22,761.58,0,0,0
TX_005408,2219.98,1,36,61,637.59,0,0,0
TX_005409,1608.38,19,53,12,804.31,0,0,0
TX_005410,2632.84,17,65,90,687.88,0,0,0
TX_005411,3440.41,13,24,4,274.45,0,0,0
TX_005412,1371.01,17,26,83,153.06,0,0,0
TX_005413,3683.68,1,25,80,631.98,0,0,0
TX_005414,263.03,0,42,12,759.76,0,1,0
TX_005415,251.23,19,24,33,142.32,0,0,0
TX_005416,1934.51,1,59,21,174.82,0,0,0
TX_005417,1770.6,8,25,73,12.07,0,0,0
TX_005418,1581.59,8,41,72,531.75,0,0,0
TX_005419,2457.64,15,34,84,542.29,0,0,0
TX_005420,1607.06,10,29,74,500.08,0,0,0
TX_005421,965.33,22,63,96,316.01,0,0,0
TX_005422,1550.8,5,48,92,427.81,0,0,0
TX_005423,4874.65,11,29,74,766.24,0,0,0
TX_005424,2058.51,2,74,72,181.8,0,0,0
TX_005425,2226.34,11,19,52,201.55,0,0,0
TX_005426,2884.84,22,29,47,666.98,0,0,0
TX_005427,4916.79,0,44,97,866.9,1,0,1
TX_005428,1211.8,8,63,59,340.39,0,0,0
TX_005429,3408.0,19,24,47,932.74,1,0,0
TX_005430,3581.34,21,78,56,57.68,0,0,0
TX_005431,3038.59,5,75,13,118.52,0,0,0
TX_005432,447.45,10,75,44,459.96,0,0,0
TX_005433,3385.98,2,30,35,723.49,0,0,0
TX_005434,325.15,3,70,29,370.84,0,0,0
TX_005435,2982.73,9,53,56,554.75,1,0,0
TX_005436,3699.21,18,18,5,28.57,0,0,0
TX_005437,1058.79,5,66,67,461.83,0,0,0
TX_005438,4208.9,0,52,53,242.58,0,0,0
TX_005439,156.62,7,47,60,516.37,0,0,0
TX_005440,4219.85,7,48,6,525.83,0,0,0
TX_005441,2304.34,5,34,48,753.16,0,0,0
TX_005442,1091.85,16,25,80,539.84,0,0,0
TX_005443,673.22,18,20,35,614.27,1,0,0
TX_005444,4766.77,0,76,18,529.65,0,0,0
TX_005445,367.96,14,27,11,990.38,0,0,0
TX_005446,999.47,12,51,51,791.62,0,0,0
TX_005447,1742.37,20,39,23,755.65,0,0,0
TX_005448,3103.07,2,21,47,627.26,0,0,0
TX_005449,2726.28,1,49,75,528.37,0,0,0
TX_005450,632.59,2,78,59,344.76,0,0,0
TX_005451,1452.19,8,46,57,783.97,0,0,0
TX_005452,1197.57,15,63,93,189.61,0,0,0
TX_005453,1071.65,23,28,56,36.55,0,1,0
TX_005454,2058.67,12,63,27,698.17,1,0,0
TX_005455,3521.64,18,30,73,144.85,1,0,0
TX_005456,1091.18,17,76,35,903.83,0,0,0
TX_005457,1836.56,20,78,55,770.68,0,0,0
TX_005458,1957.63,11,21,9,602.24,0,1,0
TX_005459,4882.4,11,19,18,313.92,0,0,0
TX_005460,4773.56,0,51,44,637.94,0,0,0
TX_005461,4001.69,19,60,21,476.86,0,0,0
TX_005462,1212.09,7,39,56,291.15,0,0,0
TX_005463,344.85,16,22,48,945.08,0,1,0
TX_005464,1587.94,20,26,1,161.89,1,0,0
TX_005465,1337.64,19,37,27,753.38,1,0,0
TX_005466,2532.1,21,38,45,800.04,0,0,0
TX_005467,3889.75,6,34,63,951.79,0,0,0
TX_005468,4292.32,8,29,58,549.42,0,0,0
TX_005469,4225.1,16,45,40,534.88,0,0,0
TX_005470,1801.58,9,35,63,920.29,1,0,0
TX_005471,3437.74,3,20,38,801.09,0,0,0
TX_005472,1567.61,21,22,29,763.64,0,0,0
TX_005473,309.22,6,77,40,789.14,1,0,0
TX_005474,3509.32,6,70,19,493.18,0,0,0
TX_005475,54.09,7,69,88,41.42,0,0,0
TX_005476,2048.87,23,31,56,198.26,0,0,0
TX_005477,1650.25,23,65,44,642.99,0,0,0
TX_005478,3468.42,7,43,65,396.17,0,0,0
TX_005479,3832.4,15,36,87,606.77,0,0,0
TX_005480,1523.95,11,58,13,551.68,0,0,0
TX_005481,4059.08,14,34,30,438.66,1,0,0
TX_005482,1473.11,7,71,49,234.73,1,0,0
TX_005483,2234.4,21,56,75,718.96,0,0,0
TX_005484,3636.46,8,59,63,909.05,0,0,0
TX_005485,3466.14,2,21,71,769.96,0,0,0
TX_005486,4936.91,21,59,35,120.04,0,0,0
TX_005487,1129.68,20,52,11,537.95,0,0,0
TX_005488,3313.28,15,41,49,835.37,0,0,0
TX_005489,3050.36,14,58,40,590.98,0,0,0
TX_005490,4575.92,23,30,21,439.57,0,0,0
TX_005491,786.03,3,50,47,284.55,0,0,0
TX_005492,3760.23,19,32,3,330.39,0,0,0
TX_005493,2843.5,15,32,30,242.16,0,0,0
TX_005494,1376.96,9,48,88,195.73,0,1,0
TX_005495,2374.8,10,60,67,588.87,0,0,0
TX_005496,1672.21,4,45,62,509.38,0,0,0
TX_005497,2898.67,10,27,37,734.83,0,0,0
TX_005498,4445.56,12,74,97,307.93,1,0,0
TX_005499,2848.68,14,24,22,460.82,0,0,0
TX_005500,3160.45,5,50,31,680.37,0,0,0
TX_005501,2596.15,15,24,46,963.23,0,0,0
TX_005502,260.57,14,22,76,348.87,0,1,0
TX_005503,1168.13,10,43,45,298.21,0,1,0
TX_005504,2462.55,19,78,14,449.29,0,0,0
TX_005505,1554.63,1,78,12,723.87,0,0,0
TX_005506,912.91,1,72,63,961.55,0,1,0
TX_005507,2523.14,11,33,91,536.54,0,0,0
TX_005508,1617.43,15,77,77,812.44,0,0,0
TX_005509,1294.25,18,74,88,464.4,0,0,0
TX_005510,2322.61,1,25,38,39.86,0,0,0
TX_005511,670.75,16,39,47,894.21,1,0,0
TX_005512,4639.09,13,51,54,289.88,0,1,0
TX_005513,4339.17,23,57,55,138.67,1,0,0
TX_005514,3539.56,15,45,48,996.16,0,0,0
TX_005515,535.54,4,63,73,347.4,0,0,0
TX_005516,3880.51,9,53,72,136.54,0,0,0
TX_005517,4040.75,16,73,15,311.54,0,0,0
TX_005518,3839.98,12,64,71,513.84,0,1,0
TX_005519,574.26,15,24,88,87.96,0,0,0
TX_005520,3221.32,8,69,16,352.62,0,1,0
TX_005521,4172.45,23,57,88,668.86,0,0,0
TX_005522,2888.88,3,76,43,915.93,0,0,0
TX_005523,3233.8,23,60,7,397.44,1,0,0
TX_005524,2294.53,15,45,43,564.56,0,0,0
TX_005525,2645.89,22,76,28,636.06,0,0,0
TX_005526,176.71,10,19,66,70.75,0,0,0
TX_005527,3196.62,6,26,98,342.23,0,0,0
TX_005528,411.83,16,23,60,684.25,0,0,0
TX_005529,2177.9,21,72,3,735.66,0,0,0
TX_005530,1466.81,12,75,1,355.95,0,0,0
